"CustomerID","Country","PurchaseCount","LifetimeValue","AvgOrderValue","CustomerSegment"
"15149","United Kingdom",1,136.85,5.95,"Occasional"
"12844","United Kingdom",2,136.82,2.63,"Occasional"
"13720","United Kingdom",4,136.7,3.18,"Occasional"
"17251","United Kingdom",1,136.64,3.5,"Occasional"
"12420","Cyprus",1,136.51,4.71,"Occasional"
"14306","United Kingdom",2,136.46,4.14,"Occasional"
"15939","United Kingdom",15,136.38,1.79,"VIP"
"15205","United Kingdom",2,136.33,3.68,"Occasional"
"13954","United Kingdom",2,136.27,5.45,"Occasional"
"17329","United Kingdom",2,136.27,4.13,"Occasional"
"13951","United Kingdom",3,136.08,3.49,"Occasional"
"15041","United Kingdom",1,136.01,2.03,"Occasional"
"14867","United Kingdom",3,135.9,3.78,"Occasional"
"18177","United Kingdom",6,135.74,1.83,"Regular"
"13116","United Kingdom",1,135.65,4.52,"Occasional"
"13140","United Kingdom",3,135.64,2.95,"Occasional"
"15568","United Kingdom",3,135.49,2.56,"Occasional"
"16107","United Kingdom",7,135.31,4.36,"Regular"
"17712","United Kingdom",1,135.29,4.67,"Occasional"
"17041","United Kingdom",3,135.04,1.93,"Occasional"
"15553","United Kingdom",1,134.98,2.41,"Occasional"
"15165","United Kingdom",1,134.65,4.99,"Occasional"
"14293","United Kingdom",4,134.59,2.21,"Occasional"
"16461","United Kingdom",1,134.44,4.07,"Occasional"
"13598","United Kingdom",1,134.24,3.36,"Occasional"
"15343","United Kingdom",1,134.2,6.39,"Occasional"
"14600","United Kingdom",1,134.07,5.36,"Occasional"
"13900","United Kingdom",3,133.89,3.11,"Occasional"
"12468","Germany",2,133.57,3.52,"Occasional"
"15275","United Kingdom",1,133.54,3.26,"Occasional"
"17742","United Kingdom",2,133.43,8.9,"Occasional"
"13359","United Kingdom",1,133.4,5.8,"Occasional"
"16172","United Kingdom",5,133.38,1.93,"Regular"
"16621","United Kingdom",4,133.14,4.59,"Occasional"
"13005","United Kingdom",2,133.05,5.12,"Occasional"
"15026","United Kingdom",3,132.95,2.18,"Occasional"
"13816","Germany",2,132.78,4.74,"Occasional"
"14270","United Kingdom",1,132.55,4.57,"Occasional"
"18009","United Kingdom",1,132.41,4.14,"Occasional"
"15027","United Kingdom",4,132.3,3.78,"Occasional"
"14756","United Kingdom",1,132.22,3.48,"Occasional"
"13568","United Kingdom",1,132.05,3.0,"Occasional"
"15839","United Kingdom",3,131.96,2.13,"Occasional"
"16449","United Kingdom",2,131.92,3.3,"Occasional"
"14655","United Kingdom",4,131.66,2.69,"Occasional"
"18212","United Kingdom",1,131.48,3.06,"Occasional"
"17248","United Kingdom",1,131.46,1.91,"Occasional"
"13464","United Kingdom",1,131.43,3.21,"Occasional"
"17458","United Kingdom",1,131.39,2.43,"Occasional"
"13203","United Kingdom",4,131.33,2.3,"Occasional"
"14475","United Kingdom",3,131.26,3.13,"Occasional"
"17972","United Kingdom",1,131.14,4.23,"Occasional"
"12448","Spain",1,130.94,5.95,"Occasional"
"17134","United Kingdom",2,130.8,5.45,"Occasional"
"18035","United Kingdom",3,130.77,2.47,"Occasional"
"15322","United Kingdom",1,130.71,3.11,"Occasional"
"12833","United Kingdom",1,130.59,5.44,"Occasional"
"16593","United Kingdom",3,130.54,4.83,"Occasional"
"17736","United Kingdom",3,130.53,5.22,"Occasional"
"12919","United Kingdom",6,130.22,2.6,"Regular"
"13893","United Kingdom",1,130.2,6.2,"Occasional"
"14285","United Kingdom",4,130.15,4.82,"Occasional"
"14184","United Kingdom",1,130.04,5.42,"Occasional"
"17433","United Kingdom",1,129.92,2.41,"Occasional"
"14497","United Kingdom",1,129.88,4.48,"Occasional"
"12465","Belgium",2,129.72,2.76,"Occasional"
"16950","United Kingdom",3,129.71,3.09,"Occasional"
"13516","United Kingdom",3,129.7,2.95,"Occasional"
"18183","United Kingdom",2,129.66,3.5,"Occasional"
"15920","United Kingdom",4,129.56,2.16,"Occasional"
"16485","United Kingdom",1,129.41,3.08,"Occasional"
"15255","United Kingdom",1,129.3,2.75,"Occasional"
"17267","United Kingdom",2,129.25,3.4,"Occasional"
"12695","France",4,129.21,4.79,"Occasional"
"14953","United Kingdom",1,129.15,2.35,"Occasional"
"17702","United Kingdom",4,129.14,1.75,"Occasional"
"13812","Germany",3,129.1,3.59,"Occasional"
"17905","United Kingdom",4,128.99,3.79,"Occasional"
"17783","United Kingdom",2,128.82,1.92,"Occasional"
"14229","United Kingdom",3,128.8,3.22,"Occasional"
"14356","United Kingdom",2,128.79,3.9,"Occasional"
"16488","United Kingdom",3,128.79,4.44,"Occasional"
"16343","United Kingdom",2,128.55,2.74,"Occasional"
"15795","United Kingdom",1,128.44,3.06,"Occasional"
"14188","United Kingdom",6,128.38,1.98,"Regular"
"18216","United Kingdom",1,128.32,4.94,"Occasional"
"15192","United Kingdom",3,128.25,2.51,"Occasional"
"15437","United Kingdom",1,128.04,2.85,"Occasional"
"12390","Belgium",1,127.9,4.0,"Occasional"
"17750","United Kingdom",9,127.83,0.66,"Regular"
"12811","Portugal",3,127.8,4.12,"Occasional"
"13515","United Kingdom",4,127.76,2.17,"Occasional"
"18110","United Kingdom",1,127.74,2.78,"Occasional"
"13336","United Kingdom",1,127.62,2.5,"Occasional"
"13238","United Kingdom",4,127.43,4.11,"Occasional"
"14459","United Kingdom",1,127.15,3.44,"Occasional"
"16933","United Kingdom",2,127.02,2.89,"Occasional"
"14803","United Kingdom",3,127.01,2.89,"Occasional"
"14173","United Kingdom",4,126.93,4.38,"Occasional"
"15210","United Kingdom",1,126.82,6.34,"Occasional"
"13824","United Kingdom",5,126.63,2.75,"Regular"
"14064","United Kingdom",5,126.4,1.58,"Regular"
"17100","United Kingdom",2,126.32,1.94,"Occasional"
"17669","United Kingdom",7,126.32,1.86,"Regular"
"17301","United Kingdom",1,126.12,1.91,"Occasional"
"14485","United Kingdom",1,126.1,2.68,"Occasional"
"12936","United Kingdom",4,126.06,2.03,"Occasional"
"15734","United Kingdom",2,125.94,4.84,"Occasional"
"16086","United Kingdom",5,125.59,3.22,"Regular"
"13092","United Kingdom",5,125.45,5.02,"Regular"
"13991","United Kingdom",6,125.37,1.49,"Regular"
"17119","United Kingdom",2,125.26,3.58,"Occasional"
"15414","United Kingdom",3,125.25,3.21,"Occasional"
"17550","United Kingdom",3,125.08,2.98,"Occasional"
"14403","United Kingdom",4,125.07,6.25,"Occasional"
"15276","United Kingdom",1,125.05,2.4,"Occasional"
"17460","United Kingdom",6,125.01,4.31,"Regular"
"15510","United Kingdom",1,125.0,125.0,"Occasional"
"13338","United Kingdom",1,124.93,6.58,"Occasional"
"16951","United Kingdom",3,124.85,1.45,"Occasional"
"12399","Belgium",4,124.76,2.11,"Occasional"
"15832","United Kingdom",1,124.75,2.31,"Occasional"
"17734","United Kingdom",3,124.57,2.9,"Occasional"
"12643","France",6,124.51,5.19,"Regular"
"13109","United Kingdom",2,124.39,2.65,"Occasional"
"16823","United Kingdom",1,124.38,3.27,"Occasional"
"15624","United Kingdom",4,124.31,3.66,"Occasional"
"15116","United Kingdom",4,124.3,2.76,"Occasional"
"16127","United Kingdom",1,124.25,3.11,"Occasional"
"14739","United Kingdom",7,123.91,2.07,"Regular"
"15807","United Kingdom",3,123.9,2.58,"Occasional"
"12822","United Kingdom",2,123.86,2.69,"Occasional"
"17579","United Kingdom",3,123.8,2.48,"Occasional"
"13495","United Kingdom",5,123.76,2.58,"Regular"
"16614","United Kingdom",1,123.67,4.76,"Occasional"
"16759","United Kingdom",3,123.5,2.94,"Occasional"
"16654","United Kingdom",4,123.43,4.26,"Occasional"
"12967","United Kingdom",2,123.05,6.48,"Occasional"
"12673","Germany",2,122.99,2.93,"Occasional"
"13744","United Kingdom",2,122.92,1.71,"Occasional"
"15757","United Kingdom",2,122.83,2.73,"Occasional"
"13617","United Kingdom",3,122.75,2.79,"Occasional"
"18045","United Kingdom",1,122.52,2.61,"Occasional"
"17221","United Kingdom",2,122.5,1.94,"Occasional"
"14567","United Kingdom",2,122.49,3.71,"Occasional"
"16354","United Kingdom",2,122.39,3.14,"Occasional"
"16752","United Kingdom",1,122.35,13.59,"Occasional"
"12616","France",2,122.25,3.82,"Occasional"
"12847","United Kingdom",1,121.87,1.34,"Occasional"
"16037","United Kingdom",3,121.78,3.12,"Occasional"
"17744","United Kingdom",6,121.59,0.89,"Regular"
"12752","Norway",1,121.59,2.29,"Occasional"
"15193","United Kingdom",1,121.55,6.4,"Occasional"
"18151","United Kingdom",2,121.55,3.2,"Occasional"
"17704","United Kingdom",2,121.48,3.92,"Occasional"
"15679","United Kingdom",4,121.48,1.1,"Occasional"
"17771","United Kingdom",2,121.37,2.25,"Occasional"
"17432","United Kingdom",2,121.31,2.53,"Occasional"
"18062","United Kingdom",3,121.21,4.49,"Occasional"
"12418","Switzerland",1,121.19,3.56,"Occasional"
"17101","United Kingdom",4,121.01,2.88,"Occasional"
"14333","United Kingdom",1,120.95,8.06,"Occasional"
"15071","United Kingdom",2,120.84,4.65,"Occasional"
"13040","United Kingdom",2,120.57,2.8,"Occasional"
"15780","United Kingdom",3,120.57,4.16,"Occasional"
"13750","United Kingdom",5,120.49,5.02,"Regular"
"14140","United Kingdom",2,120.38,1.82,"Occasional"
"17637","United Kingdom",2,120.15,3.43,"Occasional"
"15774","United Kingdom",1,120.05,4.8,"Occasional"
"15790","United Kingdom",1,119.85,3.42,"Occasional"
"17588","United Kingdom",3,119.67,5.2,"Occasional"
"18228","United Kingdom",2,119.63,3.99,"Occasional"
"12667","Finland",1,119.6,3.62,"Occasional"
"17562","United Kingdom",7,119.5,1.9,"Regular"
"15577","United Kingdom",3,119.36,3.06,"Occasional"
"17396","United Kingdom",8,119.24,4.42,"Regular"
"15303","United Kingdom",1,119.06,3.84,"Occasional"
"12596","Spain",2,118.95,4.41,"Occasional"
"13343","United Kingdom",1,118.83,6.25,"Occasional"
"16404","United Kingdom",1,118.8,5.17,"Occasional"
"16747","United Kingdom",2,118.78,2.83,"Occasional"
"16748","United Kingdom",5,118.75,1.72,"Regular"
"12508","France",2,118.71,1.72,"Occasional"
"13931","United Kingdom",2,118.67,2.05,"Occasional"
"16774","United Kingdom",4,118.67,2.47,"Occasional"
"17843","United Kingdom",1,118.59,3.21,"Occasional"
"15994","United Kingdom",1,118.58,3.39,"Occasional"
"14009","United Kingdom",2,118.53,2.82,"Occasional"
"15121","United Kingdom",2,118.35,4.23,"Occasional"
"15095","United Kingdom",4,118.24,2.52,"Occasional"
"15677","United Kingdom",1,118.21,3.58,"Occasional"
"12426","Germany",1,118.09,3.94,"Occasional"
"17138","United Kingdom",1,117.75,4.91,"Occasional"
"12375","Finland",2,117.52,6.91,"Occasional"
"15062","United Kingdom",4,117.52,2.06,"Occasional"
"15467","United Kingdom",3,117.43,2.26,"Occasional"
"16036","United Kingdom",2,117.35,2.13,"Occasional"
"16204","United Kingdom",1,117.2,2.06,"Occasional"
"12564","France",1,117.1,5.58,"Occasional"
"15957","United Kingdom",1,117.09,2.79,"Occasional"
"13865","United Kingdom",4,117.07,3.9,"Occasional"
"16893","United Kingdom",1,116.87,2.6,"Occasional"
"17004","United Kingdom",2,116.72,2.65,"Occasional"
"15947","United Kingdom",1,116.64,4.02,"Occasional"
"17420","United Kingdom",3,116.44,3.88,"Occasional"
"13375","United Kingdom",1,116.09,3.14,"Occasional"
"14765","United Kingdom",3,116.09,2.98,"Occasional"
"15292","United Kingdom",1,115.82,4.63,"Occasional"
"16932","United Kingdom",1,115.76,2.18,"Occasional"
"13292","United Kingdom",2,115.73,3.73,"Occasional"
"14937","Channel Islands",3,115.6,3.4,"Occasional"
"16384","United Kingdom",2,115.6,3.5,"Occasional"
"13162","United Kingdom",4,115.55,1.46,"Occasional"
"13737","United Kingdom",1,115.46,3.85,"Occasional"
"15561","United Kingdom",4,115.42,4.27,"Occasional"
"14776","United Kingdom",11,115.34,0.99,"VIP"
"12582","Finland",2,115.1,5.23,"Occasional"
"18159","United Kingdom",1,115.1,5.0,"Occasional"
"16730","United Kingdom",3,114.89,1.4,"Occasional"
"13271","United Kingdom",1,114.88,1.2,"Occasional"
"16978","United Kingdom",1,114.85,2.94,"Occasional"
"17425","United Kingdom",2,114.85,2.67,"Occasional"
"12866","Belgium",1,114.81,4.42,"Occasional"
"15618","United Kingdom",4,114.79,2.55,"Occasional"
"12379","Belgium",2,114.65,2.87,"Occasional"
"14745","United Kingdom",5,114.5,1.66,"Regular"
"15648","United Kingdom",2,114.5,4.58,"Occasional"
"14411","United Kingdom",1,114.45,8.18,"Occasional"
"14193","United Kingdom",2,114.41,2.72,"Occasional"
"13963","United Kingdom",4,114.38,3.27,"Occasional"
"12429","Austria",1,114.33,5.44,"Occasional"
"16209","United Kingdom",5,114.26,2.48,"Regular"
"15449","United Kingdom",3,114.07,1.9,"Occasional"
"12829","United Kingdom",2,114.05,10.37,"Occasional"
"18008","United Kingdom",9,114.0,3.8,"Regular"
"15551","United Kingdom",1,113.99,3.93,"Occasional"
"17379","United Kingdom",1,113.86,1.37,"Occasional"
"12945","United Kingdom",1,113.85,4.95,"Occasional"
"12521","Germany",1,113.84,3.0,"Occasional"
"13173","United Kingdom",2,113.81,2.65,"Occasional"
"18079","United Kingdom",4,113.77,0.9,"Occasional"
"15830","United Kingdom",1,113.64,2.91,"Occasional"
"17194","United Kingdom",2,113.44,3.91,"Occasional"
"14002","United Kingdom",2,113.34,2.41,"Occasional"
"12808","Portugal",3,113.29,4.05,"Occasional"
"13760","United Kingdom",2,113.12,1.98,"Occasional"
"14338","United Kingdom",2,113.06,3.65,"Occasional"
"12953","United Kingdom",1,113.0,6.65,"Occasional"
"12939","United Kingdom",8,112.96,2.4,"Regular"
"13345","United Kingdom",1,112.9,5.65,"Occasional"
"14644","United Kingdom",2,112.88,4.34,"Occasional"
"14264","United Kingdom",2,112.54,6.62,"Occasional"
"17297","United Kingdom",1,112.48,2.21,"Occasional"
"16020","United Kingdom",3,112.45,2.44,"Occasional"
"12820","United Kingdom",4,112.38,1.9,"Occasional"
"16642","United Kingdom",2,112.27,3.3,"Occasional"
"12614","Germany",1,112.2,5.61,"Occasional"
"14077","United Kingdom",5,111.97,2.67,"Regular"
"15053","United Kingdom",3,111.97,1.58,"Occasional"
"13291","United Kingdom",1,111.9,2.66,"Occasional"
"13748","United Kingdom",5,111.9,4.0,"Regular"
"12884","United Kingdom",1,111.89,15.98,"Occasional"
"14450","United Kingdom",3,111.62,2.79,"Occasional"
"18112","United Kingdom",2,111.52,4.29,"Occasional"
"15312","United Kingdom",4,111.49,2.37,"Occasional"
"15201","United Kingdom",5,111.46,1.62,"Regular"
"12653","Israel",2,111.41,2.59,"Occasional"
"15699","United Kingdom",1,111.26,6.18,"Occasional"
"16479","United Kingdom",2,111.2,3.18,"Occasional"
"15822","United Kingdom",2,111.19,3.37,"Occasional"
"14020","United Kingdom",2,111.11,2.85,"Occasional"
"16406","United Kingdom",1,111.03,1.79,"Occasional"
"16092","United Kingdom",3,111.02,2.18,"Occasional"
"13885","United Kingdom",2,110.9,3.96,"Occasional"
"15602","United Kingdom",9,110.85,2.41,"Regular"
"14176","United Kingdom",4,110.8,3.57,"Occasional"
"17552","United Kingdom",4,110.66,2.26,"Occasional"
"18004","United Kingdom",1,110.61,2.77,"Occasional"
"18018","United Kingdom",2,110.53,3.81,"Occasional"
"16996","United Kingdom",6,110.41,2.98,"Regular"
"15320","United Kingdom",1,110.29,3.06,"Occasional"
"12809","Portugal",1,110.23,4.41,"Occasional"
"17668","United Kingdom",2,110.05,7.34,"Occasional"
"17708","United Kingdom",2,110.04,3.14,"Occasional"
"18233","United Kingdom",1,110.0,110.0,"Occasional"
"15524","United Kingdom",1,110.0,110.0,"Occasional"
"14778","United Kingdom",2,109.95,3.14,"Occasional"
"17124","United Kingdom",1,109.94,3.44,"Occasional"
"16298","United Kingdom",3,109.92,4.07,"Occasional"
"15167","United Kingdom",1,109.65,2.67,"Occasional"
"13450","United Kingdom",6,109.35,1.54,"Regular"
"17045","United Kingdom",3,109.3,4.97,"Occasional"
"17551","United Kingdom",1,109.27,2.54,"Occasional"
"18126","United Kingdom",1,109.24,1.95,"Occasional"
"12454","Spain",1,109.23,7.28,"Occasional"
"15457","United Kingdom",1,109.19,1.88,"Occasional"
"14628","United Kingdom",2,109.09,4.55,"Occasional"
"15366","United Kingdom",2,108.84,2.47,"Occasional"
"15466","United Kingdom",1,108.8,1.91,"Occasional"
"13496","United Kingdom",2,108.79,3.11,"Occasional"
"14552","United Kingdom",1,108.76,1.88,"Occasional"
"14645","United Kingdom",2,108.66,3.62,"Occasional"
"14138","United Kingdom",2,108.65,2.31,"Occasional"
"12515","Italy",1,108.5,6.78,"Occasional"
"12455","Cyprus",2,108.36,2.58,"Occasional"
"15435","United Kingdom",1,108.32,3.74,"Occasional"
"12639","Sweden",1,108.2,4.92,"Occasional"
"15119","United Kingdom",1,108.2,7.73,"Occasional"
"14633","United Kingdom",1,108.05,5.4,"Occasional"
"14753","United Kingdom",1,107.95,3.6,"Occasional"
"16882","United Kingdom",3,107.92,2.77,"Occasional"
"14323","United Kingdom",2,107.87,3.0,"Occasional"
"12795","Portugal",1,107.73,7.7,"Occasional"
"17083","United Kingdom",3,107.73,2.07,"Occasional"
"15639","United Kingdom",1,107.71,4.31,"Occasional"
"15468","United Kingdom",2,107.66,4.49,"Occasional"
"13989","United Kingdom",2,107.64,2.63,"Occasional"
"12920","United Kingdom",1,107.55,3.84,"Occasional"
"13044","United Kingdom",1,107.54,3.26,"Occasional"
"14496","United Kingdom",2,107.43,5.65,"Occasional"
"12646","USA",2,107.42,2.39,"Occasional"
"16763","United Kingdom",1,107.35,4.67,"Occasional"
"15132","United Kingdom",5,107.26,2.06,"Regular"
"15714","United Kingdom",2,107.15,3.06,"Occasional"
"13311","United Kingdom",2,107.14,4.12,"Occasional"
"17373","United Kingdom",4,107.1,1.88,"Occasional"
"13330","United Kingdom",3,107.08,2.02,"Occasional"
"15589","United Kingdom",3,106.99,3.69,"Occasional"
"17955","United Kingdom",4,106.99,5.63,"Occasional"
"12707","France",1,106.81,3.24,"Occasional"
"13583","United Kingdom",1,106.64,2.01,"Occasional"
"15297","United Kingdom",3,106.64,2.73,"Occasional"
"16936","United Kingdom",1,106.59,1.87,"Occasional"
"16142","United Kingdom",1,106.44,2.88,"Occasional"
"16447","United Kingdom",1,106.36,2.95,"Occasional"
"14133","United Kingdom",3,106.26,3.8,"Occasional"
"16504","United Kingdom",1,106.11,1.23,"Occasional"
"14512","United Kingdom",2,106.07,4.61,"Occasional"
"13873","United Kingdom",3,106.02,4.61,"Occasional"
"15669","United Kingdom",4,106.0,3.21,"Occasional"
"15723","United Kingdom",1,106.0,2.59,"Occasional"
"12475","Germany",1,105.88,2.94,"Occasional"
"15815","United Kingdom",5,105.86,2.16,"Regular"
"14204","United Kingdom",1,105.82,2.41,"Occasional"
"18101","United Kingdom",2,105.8,2.58,"Occasional"
"14913","United Kingdom",4,105.53,1.21,"Occasional"
"14157","United Kingdom",2,105.48,2.2,"Occasional"
"15582","United Kingdom",3,105.47,2.4,"Occasional"
"15052","United Kingdom",1,105.34,3.51,"Occasional"
"14108","United Kingdom",2,105.17,3.09,"Occasional"
"16718","United Kingdom",1,105.16,2.34,"Occasional"
"16339","United Kingdom",1,105.15,5.26,"Occasional"
"15655","United Kingdom",1,105.13,3.09,"Occasional"
"16955","United Kingdom",4,104.96,4.2,"Occasional"
"17462","United Kingdom",2,104.93,3.89,"Occasional"
"13708","United Kingdom",1,104.93,2.06,"Occasional"
"14550","United Kingdom",2,104.85,2.18,"Occasional"
"18067","United Kingdom",1,104.82,2.83,"Occasional"
"17362","United Kingdom",2,104.69,2.99,"Occasional"
"13518","United Kingdom",1,104.57,2.75,"Occasional"
"13853","United Kingdom",1,104.56,4.55,"Occasional"
"18287","United Kingdom",3,104.55,1.49,"Occasional"
"14747","United Kingdom",1,104.4,5.8,"Occasional"
"15681","United Kingdom",5,104.36,1.97,"Regular"
"16330","United Kingdom",3,104.26,2.67,"Occasional"
"13351","United Kingdom",1,103.97,6.5,"Occasional"
"12925","United Kingdom",2,103.96,2.31,"Occasional"
"15625","United Kingdom",4,103.91,1.62,"Occasional"
"18136","United Kingdom",3,103.68,2.73,"Occasional"
"13416","United Kingdom",2,103.65,5.46,"Occasional"
"15900","United Kingdom",1,103.61,2.03,"Occasional"
"17835","United Kingdom",3,103.61,1.7,"Occasional"
"17733","United Kingdom",2,103.57,2.96,"Occasional"
"17403","United Kingdom",1,103.49,3.14,"Occasional"
"14862","United Kingdom",2,103.42,2.15,"Occasional"
"15120","United Kingdom",1,103.31,4.92,"Occasional"
"17523","United Kingdom",4,103.23,3.13,"Occasional"
"13493","Switzerland",2,103.17,12.9,"Occasional"
"14896","United Kingdom",2,103.11,2.4,"Occasional"
"18211","United Kingdom",5,102.98,2.45,"Regular"
"12453","Austria",1,102.91,2.39,"Occasional"
"17306","United Kingdom",19,102.83,1.56,"VIP"
"17985","United Kingdom",1,102.8,4.47,"Occasional"
"15153","United Kingdom",1,102.65,4.67,"Occasional"
"16185","United Kingdom",2,102.37,3.3,"Occasional"
"15885","United Kingdom",3,102.35,5.69,"Occasional"
"16394","United Kingdom",5,102.22,1.23,"Regular"
"13107","United Kingdom",4,102.16,1.76,"Occasional"
"12507","Spain",3,102.12,4.86,"Occasional"
"15646","United Kingdom",3,102.0,2.91,"Occasional"
"14988","United Kingdom",1,101.87,2.55,"Occasional"
"14311","United Kingdom",1,101.68,5.08,"Occasional"
"16309","United Kingdom",2,101.56,2.42,"Occasional"
"15713","United Kingdom",2,101.43,5.34,"Occasional"
"15335","United Kingdom",1,101.39,2.82,"Occasional"
"16627","United Kingdom",1,101.35,5.07,"Occasional"
"17966","United Kingdom",5,101.28,1.49,"Regular"
"17901","United Kingdom",1,101.25,5.33,"Occasional"
"16493","United Kingdom",4,101.24,1.81,"Occasional"
"13244","United Kingdom",1,101.19,3.75,"Occasional"
"17253","United Kingdom",1,101.06,5.61,"Occasional"
"18164","United Kingdom",1,100.97,4.21,"Occasional"
"17034","United Kingdom",3,100.82,3.36,"Occasional"
"16914","United Kingdom",1,100.69,2.65,"Occasional"
"16203","United Kingdom",4,100.65,2.88,"Occasional"
"14377","United Kingdom",2,100.65,9.15,"Occasional"
"17924","United Kingdom",7,100.64,3.25,"Regular"
"15918","United Kingdom",2,100.57,2.51,"Occasional"
"16084","United Kingdom",1,100.54,2.65,"Occasional"
"15448","United Kingdom",1,100.18,3.58,"Occasional"
"13592","United Kingdom",4,100.16,6.26,"Occasional"
"16969","United Kingdom",3,100.05,2.38,"Occasional"
"14205","United Kingdom",2,100.03,4.17,"Occasional"
"13584","United Kingdom",1,99.95,4.16,"Occasional"
"13531","United Kingdom",2,99.87,4.54,"Occasional"
"12638","Sweden",1,99.84,2.56,"Occasional"
"13245","United Kingdom",1,99.7,6.23,"Occasional"
"17018","United Kingdom",2,99.57,6.22,"Occasional"
"13955","United Kingdom",2,99.53,3.02,"Occasional"
"14379","United Kingdom",2,99.44,2.16,"Occasional"
"15332","Lithuania",4,99.44,2.84,"Occasional"
"16491","United Kingdom",1,99.44,2.55,"Occasional"
"17495","United Kingdom",2,99.36,3.68,"Occasional"
"17526","United Kingdom",4,99.29,5.23,"Occasional"
"17984","United Kingdom",1,99.2,2.07,"Occasional"
"17409","United Kingdom",2,99.13,7.63,"Occasional"
"16509","United Kingdom",1,99.1,7.62,"Occasional"
"13874","United Kingdom",1,99.1,5.51,"Occasional"
"15032","United Kingdom",3,99.1,1.91,"Occasional"
"14412","United Kingdom",2,99.09,2.3,"Occasional"
"14021","United Kingdom",3,99.05,4.5,"Occasional"
"13979","United Kingdom",1,98.94,1.83,"Occasional"
"17520","United Kingdom",1,98.93,3.3,"Occasional"
"13575","United Kingdom",5,98.8,2.15,"Regular"
"13934","United Kingdom",1,98.8,3.19,"Occasional"
"12452","Switzerland",2,98.67,4.49,"Occasional"
"14950","United Kingdom",1,98.67,5.19,"Occasional"
"13560","United Kingdom",1,98.52,2.99,"Occasional"
"12725","Italy",1,98.5,4.1,"Occasional"
"15246","United Kingdom",2,98.45,2.98,"Occasional"
"12591","Italy",1,98.3,3.78,"Occasional"
"16136","United Kingdom",3,98.26,2.66,"Occasional"
"15599","United Kingdom",2,98.23,1.89,"Occasional"
"14068","United Kingdom",1,98.2,4.09,"Occasional"
"15837","United Kingdom",1,98.19,4.09,"Occasional"
"16643","United Kingdom",1,98.17,3.64,"Occasional"
"16415","United Kingdom",1,98.15,1.82,"Occasional"
"13166","United Kingdom",1,98.05,2.39,"Occasional"
"14488","United Kingdom",1,98.04,2.13,"Occasional"
"14087","United Kingdom",1,98.03,1.42,"Occasional"
"17839","United Kingdom",1,98.03,1.75,"Occasional"
"13579","United Kingdom",2,97.99,4.26,"Occasional"
"14570","United Kingdom",2,97.79,3.37,"Occasional"
"14631","United Kingdom",3,97.74,2.38,"Occasional"
"16926","United Kingdom",1,97.7,6.98,"Occasional"
"17038","United Kingdom",1,97.7,4.44,"Occasional"
"14233","United Kingdom",4,97.67,2.79,"Occasional"
"13932","United Kingdom",1,97.65,6.1,"Occasional"
"13606","United Kingdom",3,97.56,2.27,"Occasional"
"16104","United Kingdom",1,97.48,3.36,"Occasional"
"16697","United Kingdom",1,97.45,4.64,"Occasional"
"12851","United Kingdom",1,97.33,1.95,"Occasional"
"17569","United Kingdom",1,97.24,3.35,"Occasional"
"14162","United Kingdom",2,97.23,3.89,"Occasional"
"16820","United Kingdom",1,97.21,3.74,"Occasional"
"17580","United Kingdom",3,97.09,2.16,"Occasional"
"17594","United Kingdom",2,97.05,1.94,"Occasional"
"15197","United Kingdom",3,97.03,3.03,"Occasional"
"16832","United Kingdom",3,97.0,8.08,"Occasional"
"14037","United Kingdom",2,96.9,3.46,"Occasional"
"12579","France",1,96.82,3.34,"Occasional"
"15274","United Kingdom",2,96.77,2.06,"Occasional"
"16260","United Kingdom",1,96.6,5.37,"Occasional"
"17697","United Kingdom",1,96.6,5.08,"Occasional"
"12498","Germany",3,96.55,4.2,"Occasional"
"15239","United Kingdom",2,96.42,1.97,"Occasional"
"16766","United Kingdom",2,96.4,2.84,"Occasional"
"17561","United Kingdom",1,96.34,2.09,"Occasional"
"15456","United Kingdom",3,96.3,1.61,"Occasional"
"12729","France",1,96.24,3.7,"Occasional"
"15881","United Kingdom",5,96.19,3.32,"Regular"
"15978","United Kingdom",1,96.18,1.96,"Occasional"
"14389","United Kingdom",2,96.0,2.13,"Occasional"
"14517","United Kingdom",2,96.0,5.33,"Occasional"
"12588","Finland",1,95.8,9.58,"Occasional"
"12944","United Kingdom",2,95.66,3.19,"Occasional"
"12924","United Kingdom",4,95.65,3.19,"Occasional"
"17232","United Kingdom",2,95.63,2.66,"Occasional"
"13323","United Kingdom",5,95.55,4.55,"Regular"
"12878","United Kingdom",2,95.53,2.03,"Occasional"
"15399","United Kingdom",3,95.49,1.91,"Occasional"
"14362","United Kingdom",1,95.47,2.33,"Occasional"
"15028","United Kingdom",4,95.37,1.99,"Occasional"
"16644","United Kingdom",2,95.35,1.54,"Occasional"
"16601","United Kingdom",1,95.25,3.07,"Occasional"
"13220","United Kingdom",4,95.17,4.53,"Occasional"
"12713","Germany",1,95.13,2.5,"Occasional"
"12493","France",2,94.8,4.31,"Occasional"
"17623","United Kingdom",1,94.74,2.87,"Occasional"
"14114","United Kingdom",2,94.69,6.31,"Occasional"
"15921","United Kingdom",1,94.68,3.79,"Occasional"
"17383","United Kingdom",1,94.68,1.86,"Occasional"
"16732","United Kingdom",1,94.67,3.38,"Occasional"
"14731","United Kingdom",3,94.6,2.1,"Occasional"
"12818","Austria",1,94.57,6.76,"Occasional"
